Crime_id,day_of_week,time_in_queue,town_name,province_name,location_id,year,crime_type,victim_gender,time_of_day
C614929,Tuesday,245,Pwani,Amanzi,AmPw12638,2017,harassment,F,5
C614949,Tuesday,133,Rural,Sokoto,SoRu37425,2017,public_intoxication,F,4
C614962,Saturday,346,Zuri,Kilimani,KiZu31292,2017,severe_assault,F,16
C614967,Monday,22,Rural,Akatsi,AkRu06151,2017,sexual_assault,F,21
C614971,Wednesday,72,Zuri,Kilimani,KiZu30725,2017,theft,M,16
C614985,Friday,196,Rural,Sokoto,SoRu36333,2017,sexual_assault,F,23
C614998,Friday,204,Rural,Akatsi,AkRu06869,2017,vandalism,C,13
C615000,Thursday,22,Rural,Akatsi,AkRu04643,2017,murder,F,20
C615003,Wednesday,193,Rural,Sokoto,SoRu35832,2017,harassment,F,17
C615005,Wednesday,127,Rural,Sokoto,SoRu35421,2017,public_intoxication,C,23
C615027,Wednesday,134,Rural,Kilimani,KiRu28351,2017,public_intoxication,M,21
C615046,Sunday,115,Rural,Amanzi,AmRu13842,2017,harassment,M,14
C615047,Friday,201,Rural,Akatsi,AkRu03262,2017,harassment,F,13
C615066,Thursday,76,Zuri,Kilimani,KiZu31014,2017,sexual_assault,F,14
C615088,Friday,204,Rural,Akatsi,AkRu06869,2017,harassment,C,9
C615097,Saturday,346,Zuri,Kilimani,KiZu31292,2017,public_intoxication,F,5
C615100,Tuesday,20,Rural,Akatsi,AkRu07469,2017,vandalism,M,13
C615104,Friday,82,Rural,Kilimani,KiRu26769,2017,severe_assault,F,8
C615118,Wednesday,111,Rural,Amanzi,AmRu15379,2017,harassment,F,16
C615135,Thursday,28,Rural,Hawassa,HaRu19008,2017,public_intoxication,F,19
C615146,Thursday,30,Rural,Kilimani,KiRu26181,2017,harassment,F,15
C615151,Friday,30,Rural,Hawassa,HaRu19465,2017,harassment,F,23
C615160,Tuesday,164,Rural,Kilimani,KiRu30005,2017,murder,F,18
C615177,Wednesday,69,Abidjan,Amanzi,AmAb09233,2017,harassment,F,11
C615180,Saturday,346,Zuri,Kilimani,KiZu31292,2017,harassment,F,10
C615186,Friday,44,Rural,Kilimani,KiRu26306,2017,harassment,F,23
C615206,Friday,217,Rural,Kilimani,KiRu26190,2017,sexual_assault,F,10
C615218,Friday,82,Rural,Kilimani,KiRu26769,2017,murder,F,23
C615226,Friday,23,Rural,Akatsi,AkRu03593,2017,theft,F,20
C615236,Monday,169,Kintampo,Akatsi,AkKi00890,2017,severe_assault,C,22
C615243,Saturday,158,Rural,Akatsi,AkRu03047,2017,vandalism,M,23
C615248,Monday,218,Rural,Kilimani,KiRu27248,2017,public_intoxication,F,4
C615249,Monday,205,Rural,Akatsi,AkRu05359,2017,harassment,F,12
C615250,Sunday,59,Rural,Amanzi,AmRu14948,2017,harassment,F,22
C615275,Tuesday,126,Rural,Akatsi,AkRu03431,2017,harassment,F,5
C615282,Tuesday,148,Zanzibar,Hawassa,HaZa21673,2017,sexual_assault,F,12
C615287,Sunday,63,Zuri,Kilimani,KiZu30868,2017,severe_assault,M,16
C615298,Sunday,63,Zuri,Kilimani,KiZu30868,2017,theft,M,6
C615300,Friday,121,Rural,Kilimani,KiRu28539,2017,theft,F,8
C615304,Thursday,131,Rural,Kilimani,KiRu27717,2017,murder,M,19
C615316,Wednesday,134,Rural,Kilimani,KiRu28351,2017,sexual_assault,F,13
C615319,Monday,321,Zuri,Kilimani,KiZu31054,2017,public_intoxication,F,17
C615320,Saturday,159,Rural,Kilimani,KiRu25303,2017,public_intoxication,M,4
C615334,Saturday,158,Rural,Akatsi,AkRu03047,2017,theft,F,22
C615351,Friday,60,Mrembo,Kilimani,KiMr25115,2017,public_intoxication,F,13
C615357,Thursday,131,Rural,Kilimani,KiRu27717,2017,theft,F,21
C615358,Thursday,248,Rural,Kilimani,KiRu28627,2017,harassment,F,21
C615365,Friday,262,Dahabu,Amanzi,AmDa11431,2017,vandalism,M,16
C615385,Wednesday,104,Rural,Akatsi,AkRu04198,2017,harassment,C,10
C615399,Saturday,169,Rural,Kilimani,KiRu25255,2017,theft,F,17
C615444,Friday,30,Rural,Hawassa,HaRu19465,2017,sexual_assault,F,22
C615445,Monday,295,Bello,Amanzi,AmBe10963,2018,theft,M,19
C615447,Saturday,245,Rural,Kilimani,KiRu25954,2018,theft,M,14
C615475,Friday,20,Abidjan,Amanzi,AmAb09261,2018,theft,M,21
C615502,Monday,30,Rural,Akatsi,AkRu03260,2018,harassment,F,16
C615521,Friday,240,Zuri,Kilimani,KiZu30742,2018,harassment,F,16
C615527,Tuesday,224,Zuri,Kilimani,KiZu31347,2018,sexual_assault,F,11
C615538,Tuesday,100,Rural,Kilimani,KiRu27167,2018,theft,F,21
C615565,Tuesday,224,Zuri,Kilimani,KiZu31347,2018,harassment,F,19
C615607,Monday,295,Bello,Amanzi,AmBe10963,2018,theft,F,21
C615610,Tuesday,163,Rural,Sokoto,SoRu35234,2018,harassment,F,19
C615624,Thursday,217,Rural,Amanzi,AmRu14612,2018,public_intoxication,C,8
C615625,Friday,126,Rural,Hawassa,HaRu20402,2018,public_intoxication,M,20
C615627,Tuesday,26,Rural,Sokoto,SoRu34814,2018,sexual_assault,F,12
C615632,Friday,260,Mrembo,Kilimani,KiMr24748,2018,severe_assault,F,7
C615633,Wednesday,21,Zuri,Kilimani,KiZu30885,2018,harassment,F,19
C615637,Friday,30,Rural,Sokoto,SoRu36422,2018,sexual_assault,M,21
C615659,Saturday,502,Rural,Amanzi,AmRu14449,2018,public_intoxication,M,16
C615669,Tuesday,173,Rural,Sokoto,SoRu38387,2018,harassment,F,21
C615678,Saturday,173,Bahari,Sokoto,SoBa31532,2018,theft,F,4
C615679,Sunday,115,Rural,Akatsi,AkRu06675,2018,public_intoxication,F,5
C615688,Thursday,236,Rural,Hawassa,HaRu17193,2018,vandalism,F,13
C615697,Tuesday,19,Harare,Akatsi,AkHa00394,2018,harassment,F,18
C615702,Monday,148,Rural,Hawassa,HaRu17430,2018,harassment,F,11
C615741,Friday,52,Kintampo,Akatsi,AkKi00911,2018,theft,F,20
C615746,Friday,52,Kintampo,Akatsi,AkKi00911,2018,theft,F,23
C615761,Thursday,201,Abidjan,Amanzi,AmAb09319,2018,theft,M,8
C615763,Saturday,453,Zuri,Kilimani,KiZu31415,2018,theft,M,22
C615790,Saturday,409,Bahari,Sokoto,SoBa31516,2018,harassment,M,15
C615803,Saturday,261,Rural,Akatsi,AkRu06518,2018,public_intoxication,F,13
C615806,Thursday,236,Rural,Hawassa,HaRu17193,2018,harassment,F,23
C615812,Saturday,210,Bello,Amanzi,AmBe11097,2018,harassment,M,21
C615854,Thursday,30,Rural,Akatsi,AkRu08683,2018,vandalism,C,10
C615857,Wednesday,30,Rural,Akatsi,AkRu07628,2018,murder,F,22
C615863,Saturday,173,Bahari,Sokoto,SoBa31532,2018,harassment,F,4
C615865,Saturday,301,Rural,Sokoto,SoRu36254,2018,severe_assault,M,19
C615902,Thursday,46,Rural,Amanzi,AmRu12932,2018,harassment,M,18
C615949,Tuesday,230,Rural,Sokoto,SoRu38327,2018,public_intoxication,F,8
C615954,Sunday,23,Zuri,Kilimani,KiZu31014,2018,theft,F,20
C615980,Tuesday,230,Rural,Sokoto,SoRu38327,2018,sexual_assault,F,22
C615985,Sunday,31,Rural,Sokoto,SoRu38556,2018,theft,F,22
C615993,Saturday,442,Rural,Hawassa,HaRu17378,2018,severe_assault,F,17
C615994,Saturday,502,Rural,Amanzi,AmRu14449,2018,harassment,F,20
C615996,Friday,259,Rural,Amanzi,AmRu13817,2018,public_intoxication,M,4
C616006,Wednesday,85,Rural,Akatsi,AkRu02800,2018,sexual_assault,F,19
C616009,Monday,77,Rural,Sokoto,SoRu36552,2018,sexual_assault,F,4
C616014,Saturday,301,Rural,Sokoto,SoRu36254,2018,public_intoxication,M,17
C616029,Wednesday,30,Rural,Akatsi,AkRu07628,2018,harassment,F,20
C616040,Sunday,40,Rural,Kilimani,KiRu25387,2018,public_intoxication,M,7
C616052,Sunday,40,Rural,Kilimani,KiRu25387,2018,theft,F,11
C616079,Friday,34,Rural,Kilimani,KiRu28171,2018,severe_assault,C,14
C616133,Wednesday,19,Rural,Sokoto,SoRu39017,2018,harassment,F,21
C616142,Sunday,136,Rural,Hawassa,HaRu19574,2018,severe_assault,F,19
C616166,Wednesday,139,Abidjan,Amanzi,AmAb08954,2018,public_intoxication,M,20
C616172,Sunday,136,Rural,Hawassa,HaRu19574,2018,severe_assault,M,22
C616175,Thursday,51,Bahari,Sokoto,SoBa31742,2018,murder,F,20
C616182,Saturday,299,Rural,Akatsi,AkRu06767,2018,theft,F,21
C616194,Tuesday,226,Asmara,Amanzi,AmAs10859,2018,public_intoxication,M,23
C616195,Thursday,42,Rural,Akatsi,AkRu08778,2018,theft,F,22
C616224,Tuesday,45,Zuri,Kilimani,KiZu31032,2018,harassment,F,19
C616231,Wednesday,44,Rural,Sokoto,SoRu35226,2018,sexual_assault,F,9
C616238,Friday,337,Rural,Hawassa,HaRu18171,2018,murder,C,19
C616258,Sunday,14,Rural,Kilimani,KiRu26079,2018,public_intoxication,M,7
C616263,Saturday,150,Rural,Sokoto,SoRu36528,2018,public_intoxication,M,8
C616270,Sunday,96,Rural,Akatsi,AkRu07449,2018,theft,F,6
C616271,Saturday,215,Rural,Akatsi,AkRu07459,2018,public_intoxication,F,22
C616279,Sunday,40,Rural,Kilimani,KiRu25387,2018,public_intoxication,M,4
C616293,Friday,19,Rural,Kilimani,KiRu28367,2018,severe_assault,F,16
C616324,Saturday,215,Rural,Akatsi,AkRu07459,2018,harassment,F,10
C616326,Tuesday,42,Kintampo,Akatsi,AkKi01082,2018,vandalism,F,16
C616329,Thursday,240,Rural,Akatsi,AkRu08623,2018,theft,F,20
C616334,Thursday,240,Rural,Akatsi,AkRu08623,2018,harassment,F,17
C616340,Tuesday,42,Kintampo,Akatsi,AkKi01082,2018,severe_assault,F,7
C616353,Saturday,150,Rural,Sokoto,SoRu36528,2018,public_intoxication,F,13
C616354,Saturday,154,Rural,Akatsi,AkRu08886,2018,vandalism,F,8
C616355,Tuesday,30,Rural,Sokoto,SoRu37962,2018,sexual_assault,F,23
C616375,Sunday,136,Rural,Hawassa,HaRu19574,2018,severe_assault,F,7
C616387,Tuesday,45,Zuri,Kilimani,KiZu31032,2018,public_intoxication,C,18
C616392,Tuesday,233,Rural,Sokoto,SoRu38137,2018,sexual_assault,F,10
C616421,Thursday,240,Rural,Sokoto,SoRu35166,2018,sexual_assault,F,12
C616425,Friday,81,Rural,Kilimani,KiRu27562,2018,public_intoxication,F,13
C616446,Monday,240,Abidjan,Amanzi,AmAb09030,2018,harassment,F,14
C616451,Tuesday,45,Zuri,Kilimani,KiZu31032,2018,harassment,F,16
C616471,Tuesday,34,Majengo,Sokoto,SoMa33877,2018,sexual_assault,C,13
C616476,Monday,48,Amina,Amanzi,AmAm09673,2018,harassment,F,4
C616505,Friday,106,Rural,Akatsi,AkRu08433,2018,murder,F,19
C616530,Friday,54,Rural,Amanzi,AmRu13497,2018,theft,M,21
C616537,Friday,18,Rural,Kilimani,KiRu27444,2018,severe_assault,F,6
C616557,Sunday,102,Rural,Akatsi,AkRu05654,2018,severe_assault,F,5
C616561,Monday,30,Rural,Sokoto,SoRu36896,2018,theft,F,21
C616578,Wednesday,183,Rural,Hawassa,HaRu20594,2018,harassment,F,10
C616586,Sunday,87,Dahabu,Amanzi,AmDa12263,2018,harassment,M,12
C616599,Friday,43,Rural,Akatsi,AkRu04809,2018,public_intoxication,F,22
C616607,Wednesday,64,Zuri,Kilimani,KiZu31286,2018,sexual_assault,F,20
C616613,Monday,295,Bello,Amanzi,AmBe10963,2018,public_intoxication,F,23
C616636,Sunday,135,Rural,Akatsi,AkRu06964,2018,vandalism,M,16
C616637,Monday,295,Bello,Amanzi,AmBe10963,2018,theft,M,4
C616638,Friday,26,Rural,Hawassa,HaRu19600,2018,harassment,F,17
C616641,Friday,106,Rural,Akatsi,AkRu08433,2018,public_intoxication,C,11
C616645,Saturday,230,Rural,Hawassa,HaRu20452,2018,vandalism,M,6
C616662,Friday,106,Rural,Akatsi,AkRu08433,2018,harassment,F,11
C616676,Monday,295,Bello,Amanzi,AmBe10963,2018,vandalism,F,5
C616699,Monday,26,Rural,Amanzi,AmRu13555,2018,severe_assault,M,6
C616702,Saturday,172,Zuri,Kilimani,KiZu31071,2018,vandalism,F,20
C616757,Thursday,42,Rural,Akatsi,AkRu08778,2018,theft,F,23
C616761,Thursday,268,Abidjan,Amanzi,AmAb09279,2018,vandalism,F,21
C616765,Thursday,42,Rural,Akatsi,AkRu08778,2018,sexual_assault,F,6
C616775,Thursday,156,Rural,Kilimani,KiRu26777,2018,sexual_assault,F,22
C616784,Friday,21,Rural,Akatsi,AkRu03843,2018,theft,F,22
C616786,Saturday,401,Rural,Kilimani,KiRu29967,2018,theft,M,8
C616788,Saturday,486,Rural,Sokoto,SoRu35575,2018,theft,F,17
C616798,Sunday,136,Rural,Hawassa,HaRu19574,2018,vandalism,M,4
C616799,Monday,247,Rural,Sokoto,SoRu39143,2018,harassment,F,13
C616801,Tuesday,132,Asmara,Amanzi,AmAs10037,2018,sexual_assault,F,22
C616804,Saturday,139,Amina,Amanzi,AmAm09906,2018,harassment,M,21
C616820,Saturday,106,Rural,Sokoto,SoRu38449,2018,sexual_assault,F,4
C616824,Friday,21,Rural,Akatsi,AkRu03843,2018,harassment,F,17
C616827,Thursday,80,Rural,Akatsi,AkRu03560,2018,sexual_assault,F,21
C616835,Wednesday,226,Pwani,Amanzi,AmPw12680,2018,harassment,F,19
C616845,Friday,30,Rural,Akatsi,AkRu08253,2018,harassment,F,8
C616866,Thursday,268,Abidjan,Amanzi,AmAb09279,2018,public_intoxication,M,8
C616867,Friday,21,Rural,Akatsi,AkRu03843,2018,harassment,F,20
C616875,Saturday,412,Rural,Akatsi,AkRu08252,2018,harassment,F,4
C616889,Friday,16,Rural,Hawassa,HaRu18204,2018,harassment,F,9
C616940,Friday,142,Rural,Hawassa,HaRu17011,2018,sexual_assault,F,19
C616951,Tuesday,137,Rural,Sokoto,SoRu35524,2018,vandalism,M,21
C616960,Tuesday,137,Rural,Sokoto,SoRu35524,2018,theft,F,16
C616962,Thursday,240,Rural,Amanzi,AmRu13473,2018,public_intoxication,M,23
C616990,Friday,23,Rural,Akatsi,AkRu07675,2018,theft,F,19
C616993,Friday,327,Rural,Kilimani,KiRu25304,2018,theft,C,23
C616995,Tuesday,137,Rural,Sokoto,SoRu35524,2018,theft,F,5
C617003,Friday,185,Rural,Akatsi,AkRu02800,2018,harassment,F,6
C617007,Saturday,378,Zuri,Kilimani,KiZu30688,2018,severe_assault,F,6
C617016,Friday,139,Ilanga,Sokoto,SoIl32485,2018,sexual_assault,C,7
C617028,Tuesday,27,Rural,Akatsi,AkRu05592,2018,theft,F,17
C617047,Saturday,239,Rural,Sokoto,SoRu38381,2018,theft,M,11
C617056,Friday,142,Rural,Hawassa,HaRu17011,2018,harassment,F,15
C617069,Monday,25,Rural,Kilimani,KiRu25671,2018,harassment,F,22
C617080,Wednesday,119,Rural,Akatsi,AkRu04701,2018,murder,F,14
C617081,Thursday,19,Rural,Akatsi,AkRu05211,2018,severe_assault,F,20
C617088,Friday,327,Rural,Kilimani,KiRu25304,2018,harassment,F,14
C617094,Friday,23,Rural,Akatsi,AkRu07675,2018,theft,F,21
C617102,Saturday,249,Rural,Sokoto,SoRu35475,2018,theft,M,18
C617110,Wednesday,164,Rural,Amanzi,AmRu14086,2018,harassment,F,23
C617113,Wednesday,164,Rural,Amanzi,AmRu14086,2018,sexual_assault,F,9
C617152,Thursday,209,Rural,Amanzi,AmRu14086,2018,sexual_assault,F,17
C617158,Saturday,113,Rural,Kilimani,KiRu26276,2018,theft,F,9
C617170,Saturday,113,Rural,Kilimani,KiRu26276,2018,theft,M,14
C617211,Thursday,99,Rural,Kilimani,KiRu29396,2018,harassment,F,5
C617247,Friday,30,Rural,Akatsi,AkRu04734,2018,theft,C,19
C617262,Saturday,113,Rural,Kilimani,KiRu26276,2018,theft,F,7
C617268,Monday,250,Rural,Kilimani,KiRu27075,2018,sexual_assault,F,15
C617270,Monday,239,Pwani,Amanzi,AmPw12471,2018,public_intoxication,M,10
C617283,Saturday,369,Rural,Kilimani,KiRu26800,2018,theft,F,8
C617289,Monday,239,Pwani,Amanzi,AmPw12471,2018,severe_assault,C,12
C617300,Thursday,244,Rural,Hawassa,HaRu20406,2018,harassment,C,23
C617307,Friday,282,Rural,Hawassa,HaRu18951,2018,sexual_assault,F,18
C617318,Thursday,225,Rural,Kilimani,KiRu25296,2018,harassment,F,15
C617319,Saturday,56,Bello,Amanzi,AmBe11272,2018,theft,M,9
C617339,Friday,61,Rural,Kilimani,KiRu27664,2018,harassment,F,17
C617341,Tuesday,66,Rural,Akatsi,AkRu04537,2018,theft,F,19
C617348,Thursday,225,Rural,Kilimani,KiRu25296,2018,theft,F,8
C617364,Sunday,37,Pwani,Amanzi,AmPw12573,2018,theft,M,11
C617366,Saturday,58,Rural,Sokoto,SoRu36544,2018,theft,F,9
C617368,Tuesday,45,Rural,Amanzi,AmRu12997,2018,harassment,M,20
C617395,Tuesday,45,Rural,Amanzi,AmRu12997,2018,sexual_assault,M,14
C617404,Thursday,30,Rural,Kilimani,KiRu29162,2018,harassment,F,9
C617408,Tuesday,30,Asmara,Amanzi,AmAs10501,2018,murder,F,5
C617409,Friday,65,Rural,Hawassa,HaRu18229,2018,harassment,C,15
C617412,Tuesday,42,Rural,Kilimani,KiRu30601,2018,harassment,M,18
C617414,Saturday,311,Rural,Kilimani,KiRu25535,2018,public_intoxication,M,23
C617424,Saturday,311,Rural,Kilimani,KiRu25535,2018,theft,F,20
C617426,Monday,235,Bello,Amanzi,AmBe11159,2018,public_intoxication,C,16
C617437,Tuesday,23,Rural,Sokoto,SoRu35125,2018,harassment,F,22
C617441,Tuesday,208,Harare,Akatsi,AkHa00137,2018,severe_assault,F,16
C617451,Monday,22,Rural,Akatsi,AkRu02708,2018,theft,F,11
C617461,Tuesday,30,Asmara,Amanzi,AmAs10501,2018,sexual_assault,F,22
C617465,Tuesday,30,Rural,Sokoto,SoRu37002,2018,murder,M,8
C617466,Friday,195,Rural,Akatsi,AkRu05085,2018,harassment,F,18
C617513,Sunday,95,Rural,Sokoto,SoRu37541,2018,theft,F,21
C617515,Wednesday,217,Rural,Hawassa,HaRu18033,2018,sexual_assault,F,6
C617524,Thursday,102,Bello,Amanzi,AmBe11275,2018,theft,F,18
C617539,Tuesday,208,Harare,Akatsi,AkHa00137,2018,public_intoxication,F,23
C617586,Tuesday,27,Rural,Sokoto,SoRu36946,2018,theft,F,11
C617588,Saturday,293,Amina,Amanzi,AmAm09437,2018,harassment,M,7
C617592,Sunday,41,Rural,Amanzi,AmRu15565,2018,theft,M,18
C617600,Sunday,20,Zuri,Kilimani,KiZu30701,2018,harassment,F,17
C617606,Friday,216,Rural,Hawassa,HaRu17179,2018,sexual_assault,F,20
C617618,Monday,195,Mrembo,Kilimani,KiMr25199,2018,harassment,F,21
C617624,Tuesday,161,Rural,Akatsi,AkRu04574,2018,harassment,F,5
C617645,Tuesday,136,Rural,Kilimani,KiRu27778,2018,public_intoxication,M,10
C617648,Monday,143,Zuri,Kilimani,KiZu31033,2018,harassment,F,22
C617668,Saturday,279,Rural,Amanzi,AmRu14820,2018,public_intoxication,F,22
C617677,Wednesday,85,Zuri,Kilimani,KiZu30695,2018,theft,F,22
C617679,Saturday,222,Rural,Sokoto,SoRu36120,2018,harassment,F,8
C617710,Saturday,243,Rural,Kilimani,KiRu27277,2018,harassment,F,12
C617719,Saturday,311,Rural,Kilimani,KiRu25535,2018,harassment,F,20
C617724,Sunday,21,Rural,Akatsi,AkRu06515,2018,harassment,F,9
C617733,Saturday,311,Rural,Kilimani,KiRu25535,2018,theft,F,17
C617744,Sunday,37,Pwani,Amanzi,AmPw12573,2018,severe_assault,M,22
C617747,Monday,201,Rural,Sokoto,SoRu37880,2018,public_intoxication,F,19
C617755,Thursday,240,Rural,Kilimani,KiRu26218,2018,vandalism,F,19
C617761,Saturday,222,Rural,Sokoto,SoRu36120,2018,vandalism,M,21
C617769,Sunday,41,Rural,Amanzi,AmRu15565,2018,public_intoxication,M,19
C617793,Wednesday,168,Rural,Sokoto,SoRu36399,2018,sexual_assault,F,17
C617826,Saturday,229,Rural,Kilimani,KiRu27713,2018,harassment,M,8
C617832,Friday,105,Pwani,Amanzi,AmPw12361,2018,theft,M,23
C617834,Thursday,21,Rural,Sokoto,SoRu35318,2018,harassment,F,22
C617835,Friday,30,Rural,Amanzi,AmRu13207,2018,theft,M,10
C617861,Tuesday,38,Rural,Sokoto,SoRu36684,2018,harassment,F,22
C617865,Tuesday,145,Rural,Akatsi,AkRu05911,2018,murder,F,5
C617872,Saturday,166,Rural,Sokoto,SoRu37766,2018,vandalism,F,8
C617873,Friday,200,Rural,Akatsi,AkRu04494,2018,theft,C,11
C617876,Friday,52,Kintampo,Akatsi,AkKi00911,2018,sexual_assault,F,19
C617904,Wednesday,99,Rural,Hawassa,HaRu18937,2018,harassment,F,19
C617905,Monday,25,Rural,Akatsi,AkRu06032,2018,harassment,M,7
C617913,Thursday,150,Rural,Akatsi,AkRu06689,2018,harassment,F,11
C617925,Saturday,123,Rural,Sokoto,SoRu38687,2018,harassment,F,9
C617929,Thursday,167,Rural,Akatsi,AkRu02984,2018,theft,C,13
C617949,Monday,195,Rural,Amanzi,AmRu14672,2018,sexual_assault,F,6
C617955,Tuesday,198,Rural,Sokoto,SoRu35556,2018,severe_assault,F,20
C617967,Friday,312,Rural,Hawassa,HaRu17378,2018,sexual_assault,F,20
C617970,Friday,65,Rural,Sokoto,SoRu38968,2018,severe_assault,F,15
C617984,Tuesday,265,Zuri,Kilimani,KiZu31163,2018,harassment,M,18
C617986,Tuesday,79,Asmara,Amanzi,AmAs10718,2018,public_intoxication,M,15
C617991,Friday,20,Bello,Amanzi,AmBe11012,2018,vandalism,M,19
C617993,Tuesday,68,Rural,Sokoto,SoRu37003,2018,sexual_assault,F,13
C618002,Saturday,422,Rural,Akatsi,AkRu08913,2018,theft,M,13
C618015,Wednesday,28,Rural,Hawassa,HaRu20167,2018,public_intoxication,F,20
C618043,Monday,26,Rural,Akatsi,AkRu05331,2018,sexual_assault,F,17
C618049,Tuesday,240,Rural,Sokoto,SoRu36130,2018,public_intoxication,F,19
C618051,Thursday,240,Rural,Kilimani,KiRu27914,2018,severe_assault,F,15
C618054,Monday,26,Rural,Akatsi,AkRu05331,2018,harassment,F,21
C618095,Friday,115,Rural,Kilimani,KiRu28079,2018,harassment,C,5
C618098,Tuesday,138,Abidjan,Amanzi,AmAb09187,2018,harassment,F,8
C618122,Saturday,413,Rural,Sokoto,SoRu36969,2018,public_intoxication,F,18
C618132,Tuesday,138,Abidjan,Amanzi,AmAb09187,2018,harassment,F,22
C618143,Tuesday,91,Rural,Hawassa,HaRu20023,2018,vandalism,M,21
C618168,Friday,30,Rural,Amanzi,AmRu13207,2018,theft,M,23
C618173,Monday,122,Dahabu,Amanzi,AmDa11944,2018,harassment,F,21
C618177,Saturday,267,Rural,Kilimani,KiRu26004,2018,theft,M,5
C618181,Tuesday,68,Rural,Sokoto,SoRu37003,2018,harassment,F,19
C618186,Thursday,220,Rural,Sokoto,SoRu37693,2018,theft,M,20
C618194,Sunday,31,Zuri,Kilimani,KiZu31162,2018,harassment,F,6
C618211,Wednesday,123,Rural,Kilimani,KiRu26781,2018,vandalism,F,20
C618221,Friday,30,Rural,Amanzi,AmRu13207,2018,harassment,M,19
C618262,Wednesday,240,Rural,Sokoto,SoRu36716,2018,harassment,F,13
C618277,Thursday,131,Amina,Amanzi,AmAm09966,2018,harassment,F,19
C618278,Saturday,431,Rural,Kilimani,KiRu27735,2018,harassment,F,8
C618280,Friday,69,Rural,Sokoto,SoRu36303,2018,murder,F,11
C618288,Tuesday,116,Rural,Sokoto,SoRu38449,2018,harassment,F,21
C618300,Thursday,75,Rural,Hawassa,HaRu17545,2018,public_intoxication,F,14
C618301,Saturday,449,Rural,Kilimani,KiRu27776,2018,vandalism,M,20
C618315,Thursday,114,Zuri,Kilimani,KiZu31185,2018,harassment,C,19
C618316,Saturday,185,Rural,Akatsi,AkRu04751,2018,sexual_assault,F,18
C618321,Monday,184,Rural,Kilimani,KiRu28513,2018,theft,F,6
C618336,Saturday,274,Rural,Amanzi,AmRu13646,2018,theft,M,5
C618350,Friday,69,Rural,Sokoto,SoRu36303,2018,sexual_assault,F,17
C618352,Saturday,38,Rural,Kilimani,KiRu27678,2018,theft,F,4
C618362,Monday,194,Zuri,Kilimani,KiZu31194,2018,harassment,F,20
C618388,Monday,183,Rural,Akatsi,AkRu06203,2018,harassment,F,9
C618393,Friday,206,Bello,Amanzi,AmBe11030,2018,sexual_assault,F,16
C618404,Friday,77,Abidjan,Amanzi,AmAb08983,2018,harassment,M,22
C618445,Wednesday,161,Rural,Hawassa,HaRu20066,2018,sexual_assault,F,4
C618455,Wednesday,161,Rural,Hawassa,HaRu20066,2018,vandalism,F,6
C618471,Tuesday,28,Rural,Sokoto,SoRu36634,2018,harassment,F,23
C618487,Friday,179,Rural,Sokoto,SoRu39367,2018,harassment,F,4
C618498,Saturday,141,Rural,Hawassa,HaRu20313,2018,vandalism,C,21
C618502,Thursday,114,Rural,Hawassa,HaRu18975,2018,theft,M,16
C618504,Tuesday,194,Rural,Sokoto,SoRu39362,2018,harassment,F,13
C618508,Friday,211,Rural,Akatsi,AkRu06553,2018,sexual_assault,F,21
C618521,Tuesday,57,Rural,Kilimani,KiRu26476,2018,sexual_assault,F,12
C618526,Friday,179,Rural,Sokoto,SoRu39367,2018,public_intoxication,F,17
C618554,Friday,179,Rural,Sokoto,SoRu39367,2018,murder,F,16
C618562,Saturday,141,Rural,Hawassa,HaRu20313,2018,theft,F,6
C618574,Friday,179,Rural,Sokoto,SoRu39367,2018,public_intoxication,F,8
C618588,Friday,172,Rural,Akatsi,AkRu06431,2018,harassment,F,19
C618591,Saturday,83,Rural,Akatsi,AkRu06948,2018,vandalism,F,9
C618611,Saturday,76,Asmara,Amanzi,AmAs10843,2018,sexual_assault,C,19
C618630,Thursday,29,Rural,Sokoto,SoRu35898,2018,theft,F,5
C618671,Thursday,247,Rural,Kilimani,KiRu30332,2018,harassment,M,17
C618672,Monday,81,Rural,Kilimani,KiRu28539,2018,harassment,F,17
C618694,Thursday,113,Abidjan,Amanzi,AmAb08954,2018,sexual_assault,M,4
C618696,Friday,309,Rural,Kilimani,KiRu29967,2018,sexual_assault,F,4
C618697,Tuesday,122,Asmara,Amanzi,AmAs10641,2018,harassment,F,9
C618730,Wednesday,117,Rural,Kilimani,KiRu25435,2018,sexual_assault,F,23
C618737,Wednesday,95,Zuri,Kilimani,KiZu30936,2018,theft,M,12
C618739,Friday,106,Rural,Akatsi,AkRu08873,2018,harassment,F,12
C618741,Friday,106,Rural,Akatsi,AkRu08873,2018,harassment,F,12
C618743,Friday,30,Rural,Akatsi,AkRu06310,2018,sexual_assault,F,21
C618753,Wednesday,95,Zuri,Kilimani,KiZu30936,2018,sexual_assault,F,9
C618756,Saturday,174,Rural,Akatsi,AkRu08718,2018,severe_assault,M,13
C618760,Friday,309,Rural,Kilimani,KiRu29967,2018,harassment,F,21
C618770,Saturday,539,Rural,Akatsi,AkRu05704,2018,severe_assault,F,9
C618773,Saturday,227,Rural,Sokoto,SoRu35293,2018,sexual_assault,F,20
C618786,Saturday,227,Rural,Sokoto,SoRu35293,2018,severe_assault,M,22
C618791,Saturday,174,Rural,Akatsi,AkRu08718,2018,vandalism,F,4
C618843,Tuesday,30,Rural,Amanzi,AmRu13722,2018,harassment,C,13
